,Airport,City,Country,Code
610,Bornholm Airport,Ronne,Denmark,RNN
611,Sønderborg Airport,Soenderborg,Denmark,SGD
612,Skrydstrup Air Base,Skrydstrup,Denmark,SKS
613,Skive Airport,Skive,Denmark,SQW
614,Thisted Airport,Thisted,Denmark,TED
616,Vagar Airport,Vagar,Faroe Islands,FAE
618,Stauning Airport,Stauning,Denmark,STA
619,Aalborg Airport,Aalborg,Denmark,AAL
620,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX
621,Ålesund Airport,Alesund,Norway,AES
622,Andøya Airport,Andoya,Norway,ANX
623,Alta Airport,Alta,Norway,ALF
625,Brønnøysund Airport,Bronnoysund,Norway,BNN
626,Bodø Airport,Bodo,Norway,BOO
627,Bergen Airport Flesland,Bergen,Norway,BGO
628,Båtsfjord Airport,Batsfjord,Norway,BJF
629,Kristiansand Airport,Kristiansand,Norway,KRS
630,Geilo Airport Dagali,Geilo,Norway,DLD
631,Bardufoss Airport,Bardufoss,Norway,BDU
632,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE
633,Leirin Airport,Fagernes,Norway,VDB
634,Florø Airport,Floro,Norway,FRO
635,Oslo Lufthavn,Oslo,Norway,OSL
636,Haugesund Airport,Haugesund,Norway,HAU
637,Hasvik Airport,Hasvik,Norway,HAA
638,Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU
640,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,KKN
641,Lista Airport,Farsund,Norway,FAN
642,Molde Airport,Molde,Norway,MOL
643,Mosjøen Airport (Kjærstad),Mosjoen,Norway,MJF
644,Banak Airport,Lakselv,Norway,LKL
645,Notodden Airport,Notodden,Norway,NTB
646,Ørland Airport,Orland,Norway,OLA
647,Røros Airport,Roros,Norway,RRS
648,"Moss Airport, Rygge",Rygge,Norway,RYG
649,"Svalbard Airport, Longyear",Svalbard,Norway,LYR
650,Skien Airport,Skien,Norway,SKE
651,Stord Airport,Stord,Norway,SRP
652,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ
653,"Tromsø Airport,",Tromso,Norway,TOS
654,"Sandefjord Airport, Torp",Sandefjord,Norway,TRF
655,Trondheim Airport Værnes,Trondheim,Norway,TRD
656,Stavanger Airport Sola,Stavanger,Norway,SVG
658,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN
659,Kraków John Paul II International Airport,Krakow,Poland,KRK
661,Katowice International Airport,Katowice,Poland,KTW
663,Poznań-Ławica Airport,Poznan,Poland,POZ
664,Rzeszów-Jasionka Airport,Rzeszow,Poland,RZE
665,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,SZZ
666,Redzikowo Air Base,Slupsk,Poland,OSP
668,Warsaw Chopin Airport,Warsaw,Poland,WAW
669,Copernicus Wrocław Airport,Wroclaw,Poland,WRO
670,Zielona Góra-Babimost Airport,Zielona Gora,Poland,IEG
674,Ronneby Airport,Ronneby,Sweden,RNB
676,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT
677,Jönköping Airport,Joenkoeping,Sweden,JKG
679,Lidköping-Hovby Airport,Lidkoping,Sweden,LDK
680,Gothenburg City Airport,Gothenborg,Sweden,GSE
681,Skövde Airport,Skovde,Sweden,KVB
682,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,THN
686,Karlskoga Airport,Karlskoga,Sweden,KSK
687,Mora Airport,Mora,Sweden,MXX
688,Stockholm Skavsta Airport,Stockholm,Sweden,NYO
692,Kristianstad Airport,Kristianstad,Sweden,KID
694,Oskarshamn Airport,Oskarshamn,Sweden,OSK
696,Kalmar Airport,Kalkmar,Sweden,KLR
697,Malmö Sturup Airport,Malmoe,Sweden,MMX
698,Halmstad Airport,Halmstad,Sweden,HAD
700,Växjö Kronoberg Airport,Vaxjo,Sweden,VXO
703,Sveg Airport,Sveg,Sweden,EVG
704,Gällivare Airport,Gallivare,Sweden,GEV
705,Hudiksvall Airport,Hudiksvall,Sweden,HUV
707,Kramfors Sollefteå Airport,Kramfors,Sweden,KRF
708,Lycksele Airport,Lycksele,Sweden,LYC
710,Sundsvall-Härnösand Airport,Sundsvall,Sweden,SDL
711,Örnsköldsvik Airport,Ornskoldsvik,Sweden,OER
713,Kiruna Airport,Kiruna,Sweden,KRN
715,Skellefteå Airport,Skelleftea,Sweden,SFT
717,Umeå Airport,Umea,Sweden,UME
718,Vilhelmina Airport,Vilhelmina,Sweden,VHM
719,Arvidsjaur Airport,Arvidsjaur,Sweden,AJR
720,Örebro Airport,Orebro,Sweden,ORB
721,Stockholm Västerås Airport,Vasteras,Sweden,VST
722,Luleå Airport,Lulea,Sweden,LLA
725,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN
726,Stockholm-Bromma Airport,Stockholm,Sweden,BMA
727,Borlange Airport,Borlange,Sweden,BLE
728,Hultsfred Airport,Hultsfred,Sweden,HLF
729,Gävle Sandviken Airport,Gavle,Sweden,GVX
730,Linköping City Airport,Linkoeping,Sweden,LPI
731,Norrköping Airport,Norrkoeping,Sweden,NRK
732,Eskilstuna Airport,Eskilstuna,Sweden,EKT
733,Visby Airport,Visby,Sweden,VBY
735,Spangdahlem Air Base,Spangdahlem,Germany,SPM
736,Ramstein Air Base,Ramstein,Germany,RMS
738,[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,GHF
740,Celle Airport,Celle,Germany,ZCN
742,Fritzlar Airport,Fritzlar,Germany,FRZ
749,Hanau Army Air Field,Hanau,Germany,ZNF
751,Flugplatz Kitzingen,Kitzingen,Germany,KZG
752,Nordholz Naval Airbase,Nordholz,Germany,FCN
754,Geilenkirchen Air Base,Geilenkirchen,Germany,GKE
757,Rostock-Laage Airport,Laage,Germany,RLG
759,Schleswig Air Base,Schleswig,Germany,WBG
765,Wiesbaden Army Airfield,Wiesbaden,Germany,WIE
769,Fürstenfeldbruck Air Base,Fuerstenfeldbruck,Germany,FEL
771,Ingolstadt Manching Airport,Ingolstadt,Germany,IGS
774,Gütersloh Air Base,Guetersloh,Germany,GUT
775,Alexander Bay Airport,Alexander Bay,South Africa,ALJ
776,Aggeneys Airport,Aggeneys,South Africa,AGZ
778,Bisho Airport,Bisho,South Africa,BIY
779,Bram Fischer International Airport,Bloemfontein,South Africa,BFN
782,Cape Town International Airport,Cape Town,South Africa,CPT
784,King Shaka International Airport,Durban,South Africa,DUR
785,Ben Schoeman Airport,East London,South Africa,ELS
787,Ficksburg Sentraoes Airport,Ficksburg,South Africa,FCB
788,Grand Central Airport,Johannesburg,South Africa,GCJ
789,George Airport,George,South Africa,GRJ
794,Harrismith Airport,Harrismith,South Africa,HRS
795,Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,HDS
797,OR Tambo International Airport,Johannesburg,South Africa,JNB
798,P C Pelser Airport,Klerksdorp,South Africa,KXE
799,Kimberley Airport,Kimberley,South Africa,KIM
802,Johan Pienaar Airport,Kuruman,South Africa,KMH
803,Kleinsee Airport,Kleinsee,South Africa,KLZ
804,Lanseria Airport,Johannesburg,South Africa,HLA
807,Langebaanweg Airport,Langebaanweg,South Africa,SDB
808,Ladysmith Airport,Ladysmith,South Africa,LAY
810,Margate Airport,Margate,South Africa,MGH
813,Riverside Airport,Malalane,South Africa,LLE
815,Mkuze Airport,Mkuze,South Africa,MZQ
816,Newcastle Airport,Newcastle,South Africa,NCS
818,Overberg Airport,Overberg,South Africa,OVG
819,Oudtshoorn Airport,Oudtshoorn,South Africa,OUH
820,Port Elizabeth Airport,Port Elizabeth,South Africa,PLZ
821,Plettenberg Bay Airport,Plettenberg Bay,South Africa,PBZ
822,Hendrik Van Eck Airport,Phalaborwa,South Africa,PHW
824,Port St Johns Airport,Port Saint Johns,South Africa,JOH
825,Pietermaritzburg Airport,Pietermaritzburg,South Africa,PZB
826,Pilanesberg International Airport,Pilanesberg,South Africa,NTY
827,Polokwane International Airport,Potgietersrus,South Africa,PTG
828,Potchefstroom Airport,Potchefstroom,South Africa,PCF
830,Queenstown Airport,Queenstown,South Africa,UTW
831,Richards Bay Airport,Richard's Bay,South Africa,RCB
833,Robertson Airport,Robertson,South Africa,ROD
834,Springbok Airport,Springbok,South Africa,SBU
835,Secunda Airport,Secunda,South Africa,ZEC
839,Sishen Airport,Sishen,South Africa,SIS
841,Skukuza Airport,Skukuza,South Africa,SZK
845,Tzaneen Airport,Tzaneen,South Africa,LTA
846,Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,ULD
847,Pierre Van Ryneveld Airport,Upington,South Africa,UTN
848,K. D. Matanzima Airport,Umtata,South Africa,UTT
849,Vryburg Airport,Vryburg,South Africa,VRU
850,Virginia Airport,Durban,South Africa,VIR
851,Vredendal Airport,Vredendal,South Africa,VRE
853,Wonderboom Airport,Pretoria,South Africa,PRY
855,Waterkloof Air Force Base,Waterkloof,South Africa,WKF
859,Francistown Airport,Francistown,Botswana,FRW
860,Jwaneng Airport,Jwaneng,Botswana,JWA
861,Kasane Airport,Kasane,Botswana,BBK
862,Maun Airport,Maun,Botswana,MUB
863,Sir Seretse Khama International Airport,Gaberone,Botswana,GBE
864,Selebi Phikwe Airport,Selebi-phikwe,Botswana,PKW
865,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),BZV
866,Owando Airport,Owando,Congo (Kinshasa),FTX
867,Ouesso Airport,Ouesso,Congo (Kinshasa),OUE
868,Pointe Noire Airport,Pointe-noire,Congo (Brazzaville),PNR
869,Matsapha Airport,Manzini,Swaziland,MTS
870,Bangui M'Poko International Airport,Bangui,Central African Republic,BGF
871,Berbérati Airport,Berberati,Central African Republic,BBT
872,Bata Airport,Bata,Equatorial Guinea,BSG
873,Malabo Airport,Malabo,Equatorial Guinea,SSG
874,RAF Ascension Island,Wide Awake,Saint Helena,ASI
875,Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,MRU
876,Sir Charles Gaetan Duval Airport,Rodriguez Island,Mauritius,RRG
877,Diego Garcia Naval Support Facility,Diego Garcia Island,British Indian Ocean Territory,NKW
878,Tiko Airport,Tiko,Cameroon,TKC
879,Douala International Airport,Douala,Cameroon,DLA
880,Salak Airport,Maroua,Cameroon,MVR
881,Foumban Nkounja Airport,Foumban,Cameroon,FOM
882,N'Gaoundéré Airport,N'gaoundere,Cameroon,NGE
883,Garoua International Airport,Garoua,Cameroon,GOU
884,Bafoussam Airport,Bafoussam,Cameroon,BFX
885,Bamenda Airport,Bamenda,Cameroon,BPC
886,Yaoundé Airport,Yaounde,Cameroon,YAO
887,Kasompe Airport,Kasompe,Zambia,CGJ
888,Livingstone Airport,Livingstone,Zambia,LVI
889,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,LUN
890,Mfuwe Airport,Mfuwe,Zambia,MFU
891,Mongu Airport,Mongu,Zambia,MNR
892,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,NLA
893,Southdowns Airport,Southdowns,Zambia,KIW
894,Prince Said Ibrahim International Airport,Moroni,Comoros,HAH
895,Mohéli Bandar Es Eslam Airport,Moheli,Comoros,NWA
896,Ouani Airport,Anjouan,Comoros,AJN
897,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,DZA
898,Roland Garros Airport,St.-denis,Reunion,RUN
899,Pierrefonds Airport,St.-pierre,Reunion,ZSE
900,Ivato Airport,Antananarivo,Madagascar,TNR
901,Miandrivazo Airport,Miandrivazo,Madagascar,ZVA
902,Sainte Marie Airport,Sainte Marie,Madagascar,SMS
903,Toamasina Airport,Toamasina,Madagascar,TMM
904,Morondava Airport,Morondava,Madagascar,MOQ
905,Arrachart Airport,Antsiranana,Madagascar,DIE
906,Mananara Nord Airport,Mananara,Madagascar,WMR
907,Andapa Airport,Andapa,Madagascar,ZWA
908,Ambilobe Airport,Ambilobe,Madagascar,AMB
909,Antsirabato Airport,Antalaha,Madagascar,ANM
910,Analalava Airport,Analalava,Madagascar,HVA
911,Amborovy Airport,Mahajanga,Madagascar,MJN
912,Fascene Airport,Nosy-be,Madagascar,NOS
913,Besalampy Airport,Besalampy,Madagascar,BPY
914,Maroantsetra Airport,Maroantsetra,Madagascar,WMN
915,Sambava Airport,Sambava,Madagascar,SVB
916,Vohimarina Airport,Vohemar,Madagascar,VOH
917,Ambalabe Airport,Antsohihy,Madagascar,WAI
918,Ampampamena Airport,Ampampamena,Madagascar,IVA
919,Tôlanaro Airport,Tolagnaro,Madagascar,FTU
920,Fianarantsoa Airport,Fianarantsoa,Madagascar,WFI
921,Farafangana Airport,Farafangana,Madagascar,RVA
922,Manakara Airport,Manakara,Madagascar,WVK
923,Mananjary Airport,Mananjary,Madagascar,MNJ
924,Morombe Airport,Morombe,Madagascar,MXM
925,Toliara Airport,Toliara,Madagascar,TLE
926,Mbanza Congo Airport,M'banza-congo,Angola,SSY
927,Benguela Airport,Benguela,Angola,BUG
928,Cabinda Airport,Cabinda,Angola,CAB
929,Nova Lisboa Airport,Huambo,Angola,NOV
930,Kuito Airport,Kuito,Angola,SVP
932,Quatro de Fevereiro Airport,Luanda,Angola,LAD
933,Malanje Airport,Malanje,Angola,MEG
934,Menongue Airport,Menongue,Angola,SPP
935,Negage Airport,Negage,Angola,GXG
936,Porto Amboim Airport,Porto Amboim,Angola,PBN
937,Saurimo Airport,Saurimo,Angola,VHC
938,Soyo Airport,Soyo,Angola,SZA
939,Lubango Airport,Lubango,Angola,SDD
940,Luena Airport,Luena,Angola,LUO
941,Uige Airport,Uige,Angola,UGO
942,Xangongo Airport,Xangongo,Angola,XGN
943,Oyem Airport,Oyem,Gabon,OYE
944,Okondja Airport,Okondja,Gabon,OKN
945,Lambarene Airport,Lambarene,Gabon,LBQ
946,Bitam Airport,Bitam,Gabon,BMM
947,Port Gentil Airport,Port Gentil,Gabon,POG
948,Omboue Hopital Airport,Omboue Hospial,Gabon,OMB
949,Makokou Airport,Makokou,Gabon,MKU
950,Libreville Leon M'ba International Airport,Libreville,Gabon,LBV
951,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,Gabon,MVB
952,Principe Airport,Principe,Sao Tome and Principe,PCP
953,São Tomé International Airport,Sao Tome,Sao Tome and Principe,TMS
954,Beira Airport,Beira,Mozambique,BEW
955,Inhambane Airport,Inhambane,Mozambique,INH
956,Lichinga Airport,Lichinga,Mozambique,VXC
957,Lumbo Airport,Lumbo,Mozambique,LFB
958,Maputo Airport,Maputo,Mozambique,MPM
959,Mueda Airport,Mueda,Mozambique,MUD
960,Mocímboa da Praia Airport,Mocimboa Da Praia,Mozambique,MZB
962,Nacala Airport,Nacala,Mozambique,MNC
963,Nampula Airport,Nampula,Mozambique,APL
964,Pemba Airport,Pemba,Mozambique,POL
965,Quelimane Airport,Quelimane,Mozambique,UEL
967,Chingozi Airport,Tete,Mozambique,TET
969,Vilankulo Airport,Vilankulu,Mozambique,VNX
971,Desroches Airport,Desroches,Seychelles,DES
973,Seychelles International Airport,Mahe,Seychelles,SEZ
974,Praslin Airport,Praslin,Seychelles,PRI
976,Abeche Airport,Abeche,Chad,AEH
977,Moundou Airport,Moundou,Chad,MQQ
978,N'Djamena International Airport,N'djamena,Chad,NDJ
979,Faya Largeau Airport,Faya-largeau,Chad,FYT
980,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,BUQ
982,Buffalo Range Airport,Chiredzi,Zimbabwe,BFO
983,Victoria Falls International Airport,Victoria Falls,Zimbabwe,VFA
984,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,HRE
985,Kariba International Airport,Kariba,Zimbabwe,KAB
987,Mutare Airport,Mutare,Zimbabwe,UTA
988,Masvingo International Airport,Masvingo,Zimbabwe,MVZ
990,Thornhill Air Base,Gwert,Zimbabwe,GWE
991,Hwange National Park Airport,Hwange National Park,Zimbabwe,HWN
992,Chileka International Airport,Blantyre,Malawi,BLZ
993,Karonga Airport,Karonga,Malawi,KGJ
994,Kasungu Airport,Kasungu,Malawi,KBQ
995,Lilongwe International Airport,Lilongwe,Malawi,LLW
996,Mzuzu Airport,Mzuzu,Malawi,ZZU
997,Moshoeshoe I International Airport,Maseru,Lesotho,MSU
999,Ndjili International Airport,Kinshasa,Congo (Kinshasa),FIH
1000,Ndolo Airport,Kinshasa,Congo (Kinshasa),NLO
1001,Muanda Airport,Muanda,Congo (Kinshasa),MNB
1003,Bandundu Airport,Bandoundu,Congo (Kinshasa),FDU
1004,Kikwit Airport,Kikwit,Congo (Kinshasa),KKW
1005,Mbandaka Airport,Mbandaka,Congo (Kinshasa),MDK
1006,Gbadolite Airport,Gbadolite,Congo (Kinshasa),BDT
1007,Gemena Airport,Gemena,Congo (Kinshasa),GMA
1008,Kotakoli Airport,Kotakoli,Congo (Kinshasa),KLI
1009,Lisala Airport,Lisala,Congo (Kinshasa),LIQ
1010,Bangoka International Airport,Kisangani,Congo (Kinshasa),FKI
1011,Matari Airport,Isiro,Congo (Kinshasa),IRP
1012,Bunia Airport,Bunia,Congo (Kinshasa),BUX
1013,Buta Zega Airport,Buta Zega,Congo (Kinshasa),BZU
1014,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),BKY
1015,Goma International Airport,Goma,Congo (Kinshasa),GOM
1016,Kindu Airport,Kindu,Congo (Kinshasa),KND
1017,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),FBM
1018,Kolwezi Airport,Kolwezi,Congo (Kinshasa),KWZ
1019,Kalemie Airport,Kalemie,Congo (Kinshasa),FMI
1020,Kamina Base Airport,Kamina Base,Congo (Kinshasa),KMN
1021,Kananga Airport,Kananga,Congo (Kinshasa),KGA
1022,Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),MJM
1023,Modibo Keita International Airport,Bamako,Mali,BKO
1024,Gao Airport,Gao,Mali,GAQ
1025,Kayes Dag Dag Airport,Kayes,Mali,KYS
1026,Mopti Airport,Mopti,Mali,MZI
1027,Timbuktu Airport,Tombouctou,Mali,TOM
1029,Banjul International Airport,Banjul,Gambia,BJL
1030,Fuerteventura Airport,Fuerteventura,Spain,FUE
1031,Hierro Airport,Hierro,Spain,VDE
1032,La Palma Airport,Santa Cruz De La Palma,Spain,SPC
1033,Gran Canaria Airport,Gran Canaria,Spain,LPA
1034,Lanzarote Airport,Arrecife,Spain,ACE
1035,Tenerife South Airport,Tenerife,Spain,TFS
1036,Tenerife Norte Airport,Tenerife,Spain,TFN
1037,Melilla Airport,Melilla,Spain,MLN
1038,Lungi International Airport,Freetown,Sierra Leone,FNA
1040,Spriggs Payne Airport,Monrovia,Liberia,MLW
1041,Roberts International Airport,Monrovia,Liberia,ROB
1042,Al Massira Airport,Agadir,Morocco,AGA
1043,Tan Tan Airport,Tan Tan,Morocco,TTA
1044,Saïss Airport,Fes,Morocco,FEZ
1046,Moulay Ali Cherif Airport,Er-rachidia,Morocco,ERH
1047,Bassatine Airport,Meknes,Morocco,MEK
1048,Angads Airport,Oujda,Morocco,OUD
1049,Ben Slimane Airport,Ben Slimane,Morocco,GMD
1050,Rabat-Salé Airport,Rabat,Morocco,RBA
1051,Mohammed V International Airport,Casablanca,Morocco,CMN
1052,Menara Airport,Marrakech,Morocco,RAK
1053,Kenitra Airport,Kentira,Morocco,NNA
1054,Ouarzazate Airport,Ouarzazate,Morocco,OZZ
1055,Cherif Al Idrissi Airport,Al Hociema,Morocco,AHU
1056,Saniat R'mel Airport,Tetouan,Morocco,TTU
1057,Ibn Batouta Airport,Tanger,Morocco,TNG
1058,Ziguinchor Airport,Ziguinchor,Senegal,ZIG
1059,Cap Skirring Airport,Cap Skiring,Senegal,CSK
1060,Kaolack Airport,Kaolack,Senegal,KLC
1061,Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR
1062,Saint Louis Airport,St. Louis,Senegal,XLS
1063,Bakel Airport,Bakel,Senegal,BXE
1064,Kédougou Airport,Kedougou,Senegal,KGG
1065,Tambacounda Airport,Tambacounda,Senegal,TUD
1066,Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,AEO
1067,Tidjikja Airport,Tidjikja,Mauritania,TIY
1068,Kiffa Airport,Kiffa,Mauritania,KFA
1069,Néma Airport,Nema,Mauritania,EMN
1070,Kaédi Airport,Kaedi,Mauritania,KED
1071,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,NKC
1072,Sélibaby Airport,Selibabi,Mauritania,SEY
1073,Atar International Airport,Atar,Mauritania,ATR
1074,Nouadhibou International Airport,Nouadhibou,Mauritania,NDB
1076,Fria Airport,Fira,Guinea,FIG
1077,Faranah Airport,Faranah,Guinea,FAA
1078,Tata Airport,Labe,Guinea,LEK
1079,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,SID
1080,Rabil Airport,Boa Vista,Cape Verde,BVC
1081,Maio Airport,Maio,Cape Verde,MMO
1082,Preguiça Airport,Sao Nocolau Island,Cape Verde,SNE
1083,São Pedro Airport,Sao Vicente Island,Cape Verde,VXE
1084,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD
1086,Arba Minch Airport,Arba Minch,Ethiopia,AMH
1087,Axum Airport,Axum,Ethiopia,AXU
1088,Bahir Dar Airport,Bahar Dar,Ethiopia,BJR
1089,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,DIR
1090,Gambella Airport,Gambella,Ethiopia,GMB
1091,Gonder Airport,Gondar,Ethiopia,GDQ
1092,Jimma Airport,Jimma,Ethiopia,JIM
1093,Lalibella Airport,Lalibella,Ethiopia,LLI
1094,Mekele Airport,Makale,Ethiopia,MQX
1095,Asosa Airport,Asosa,Ethiopia,ASO
1096,Bujumbura International Airport,Bujumbura,Burundi,BJM
1097,Egal International Airport,Hargeisa,Somalia,HGA
1098,Berbera Airport,Berbera,Somalia,BBO
1099,Kisimayu Airport,Kismayu,Somalia,KMU
1100,El Nouzha Airport,Alexandria,Egypt,ALY
1101,Abu Simbel Airport,Abu Simbel,Egypt,ABS
1102,Cairo International Airport,Cairo,Egypt,CAI
1103,Cairo West Airport,Cairo,Egypt,CWE
1104,Hurghada International Airport,Hurghada,Egypt,HRG
1105,El Gora Airport,El Gorah,Egypt,EGH
1106,Luxor International Airport,Luxor,Egypt,LXR
1107,Mersa Matruh Airport,Mersa-matruh,Egypt,MUH
1108,Port Said Airport,Port Said,Egypt,PSD
1109,St Catherine International Airport,St. Catherine,Egypt,SKV
1110,Aswan International Airport,Aswan,Egypt,ASW
1111,El Tor Airport,El-tor,Egypt,ELT
1112,Eldoret International Airport,Eldoret,Kenya,EDL
1113,Kakamega Airport,Kakamega,Kenya,GGM
1114,Kisumu Airport,Kisumu,Kenya,KIS
1115,Kitale Airport,Kitale,Kenya,KTL
1116,Lodwar Airport,Lodwar,Kenya,LOK
1117,Manda Airstrip,Lamu,Kenya,LAU
1118,Mombasa Moi International Airport,Mombasa,Kenya,MBA
1120,Nairobi Wilson Airport,Nairobi,Kenya,WIL
1122,Wajir Airport,Wajir,Kenya,WJR
1125,Ghat Airport,Ghat,Libya,GHT
1126,Kufra Airport,Kufra,Libya,AKF
1127,Benina International Airport,Benghazi,Libya,BEN
1128,Sabha Airport,Sebha,Libya,SEB
1129,Tripoli International Airport,Tripoli,Libya,TIP
1130,Marsa Brega Airport,Marsa Brega,Libya,LMQ
1132,Hon Airport,Hon,Libya,HUQ
1134,Ghadames East Airport,Ghadames,Libya,LTD
1136,Gisenyi Airport,Gisenyi,Rwanda,GYI
1137,Kigali International Airport,Kigali,Rwanda,KGL
1138,Kamembe Airport,Kamembe,Rwanda,KME
1139,Dongola Airport,Dongola,Sudan,DOG
1140,Damazin Airport,Damazin,Sudan,RSS
1141,El Fasher Airport,El Fasher,Sudan,ELF
1142,Kassala Airport,Kassala,Sudan,KSL
1143,Kadugli Airport,Kadugli,Sudan,KDX
1144,El Obeid Airport,El Obeid,Sudan,EBD
1145,Juba International Airport,Juba,South Sudan,JUB
1146,Malakal Airport,Malakal,Sudan,MAK
1147,Khartoum International Airport,Khartoum,Sudan,KRT
1148,Arusha Airport,Arusha,Tanzania,ARK
1149,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,DAR
1150,Dodoma Airport,Dodoma,Tanzania,DOD
1151,Iringa Airport,Iringa,Tanzania,IRI
1152,Kilimanjaro International Airport,Kilimanjaro,Tanzania,JRO
1153,Lake Manyara Airport,Lake Manyara,Tanzania,LKY
1154,Mtwara Airport,Mtwara,Tanzania,MYW
1155,Mwanza Airport,Mwanza,Tanzania,MWZ
1156,Pemba Airport,Pemba,Tanzania,PMA
1157,Tanga Airport,Tanga,Tanzania,TGT
1158,Abeid Amani Karume International Airport,Zanzibar,Tanzania,ZNZ
1159,Entebbe International Airport,Entebbe,Uganda,EBB
1160,Soroti Airport,Soroti,Uganda,SRT
1161,Tirana International Airport Mother Teresa,Tirana,Albania,TIA
1162,Burgas Airport,Bourgas,Bulgaria,BOJ
1163,Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,GOZ
1164,Plovdiv International Airport,Plovdiv,Bulgaria,PDV
